SR,AuthorID,Affiliation,Country
"AHMAD H, 2010",NAME:HARTINI_AHMAD,NO AFFILIATION,NO COUNTRY
"RANJAN P, 2022, J BUS IND MARK",ORCID:0000-0002-7725-7977,"INDIAN INSTITUTE OF TECHNOLOGY ROORKEE, IN",INDIA
"RANJAN P, 2022, J BUS IND MARK",ORCID:0000-0003-2392-7354,"INDIAN INSTITUTE OF TECHNOLOGY ROORKEE, IN",INDIA
"BALUKU M, 2016",ORCID:0000-0002-7843-9203,"MAKERERE UNIVERSITY, UG",UGANDA
"CIAVARELLA M, 2003, J BUS VENTUR",NAME:GARNETT_S_STOKES,"UNIVERSITY OF GEORGIA, US",UNITED STATES OF AMERICA
"CIAVARELLA M, 2003, J BUS VENTUR",NAME:ROBERT_D_GATEWOOD,"UNIVERSITY OF GEORGIA, US",UNITED STATES OF AMERICA
"CIAVARELLA M, 2003, J BUS VENTUR",NAME:CHRISTINE_M_RIORDAN,"UNIVERSITY OF GEORGIA, US",UNITED STATES OF AMERICA
"CIAVARELLA M, 2003, J BUS VENTUR",NAME:ANN_K_BUCHHOLTZ,"UNIVERSITY OF GEORGIA, US",UNITED STATES OF AMERICA
"CIAVARELLA M, 2003, J BUS VENTUR",ORCID:0000-0002-4972-4179,"BUCKNELL UNIVERSITY, US",UNITED STATES OF AMERICA
"LEUTNER F, 2014, PERS INDIVID DIF",NAME:TOMAS_CHAMORRO‐PREMUZIC,"UNIVERSITY COLLEGE LONDON, GB",UNITED KINGDOM
"LEUTNER F, 2014, PERS INDIVID DIF",NAME:REECE_AKHTAR,"UNIVERSITY COLLEGE LONDON, GB",UNITED KINGDOM
"LEUTNER F, 2014, PERS INDIVID DIF",ORCID:0000-0003-2804-7778,"GOLDSMITHS UNIVERSITY OF LONDON, GB",UNITED KINGDOM
"LEUTNER F, 2014, PERS INDIVID DIF",ORCID:0000-0002-8425-2648,"UNIVERSITY COLLEGE LONDON, GB",UNITED KINGDOM
"PETERSON R, 2003, J APPL PSYCHOL",NAME:PAMELA_D_OWENS,NO AFFILIATION,NO COUNTRY
"PETERSON R, 2003, J APPL PSYCHOL",NAME:PAUL_V_MARTORANA,NO AFFILIATION,NO COUNTRY
"PETERSON R, 2003, J APPL PSYCHOL",ORCID:0000-0002-4582-4690,"LONDON BUSINESS SCHOOL, GB",UNITED KINGDOM
"BRANDSTÄTTER H, 2010, PERS INDIVID DIF",NAME:HERMANN_BRANDSTÄTTER,"JOHANNES KEPLER UNIVERSITY OF LINZ, AT",AUSTRIA
"BERENT R, 2000",NAME:BERND_EBER,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY, US",UNITED STATES OF AMERICA
"BERENT R, 2000",NAME:F_PICHLER,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY, US",UNITED STATES OF AMERICA
"REHMAN N, 2023",ORCID:0000-0002-6226-0030,"LAHORE GARRISON UNIVERSITY, PK",PAKISTAN
"SCHRÖEDER T, 2003",NAME:TIM_SCHRÖEDER,NO AFFILIATION,NO COUNTRY
"ATELJEVIĆ I, 2000, J SUSTAIN TOUR",NAME:STEPHEN_DOORNE,NO AFFILIATION,NO COUNTRY
"ATELJEVIĆ I, 2000, J SUSTAIN TOUR",ORCID:0000-0002-6131-8085,NO AFFILIATION,NO COUNTRY
"GUNN C, 1987",NAME:CLARE_A_GUNN,NO AFFILIATION,NO COUNTRY
"SHAW G, 1990",NAME:CHRIS_COOPER,NO AFFILIATION,NO COUNTRY
"LAZEAR E, 2005, J LABOR ECON",NAME:EDWARD_P_LAZEAR,"HOOVER INSTITUTION, US",UNITED STATES OF AMERICA
"WATSON A, 2020",ORCID:0000-0002-2431-0973,"UNIVERSITÉ DE RENNES, FR",GERMANY
"WATSON A, 2020",ORCID:0000-0001-5432-0446,"UNIVERSIDAD DE OVIEDO, ES",SPAIN
"WATSON A, 2020",ORCID:0000-0002-4271-8331,"LANCASTER UNIVERSITY, GB",UNITED KINGDOM
"WATSON A, 2020",ORCID:0000-0002-9307-9744,"UNIVERSITY OF HERTFORDSHIRE, GB",UNITED KINGDOM
"MANSION S, 2019, SMALL BUS ECON",ORCID:0000-0002-5473-9324,"UNIVERSITY OF GIESSEN, DE",GERMANY
"FARRUKH M, 2016",NAME:SHAHEEN_MANSORI,"INTI INTERNATIONAL UNIVERSITY, MY",MALAYSIA
"FARRUKH M, 2016",ORCID:0000-0002-2833-7647,"SEGI UNIVERSITY, MY",MALAYSIA
"BALUKU M, 2016",NAME:GRACE_KIBANJA,"MAKERERE UNIVERSITY, UG",UGANDA
"BALUKU M, 2016",ORCID:0000-0001-8181-3350,"MAKERERE UNIVERSITY, UG",UGANDA
"ROODT J, 2005",NAME:JOAN_ROODT,NO AFFILIATION,NO COUNTRY
"HALBESLEBEN J, 2004",ORCID:0000-0002-5375-7459,NO AFFILIATION,NO COUNTRY
"LEWIS R, 2010",NAME:SUZAN_GREEN,NO AFFILIATION,NO COUNTRY
"MCDONALD F, 2003, J INT ENTREP",ORCID:0000-0003-4621-0524,"UNIVERSITY OF PLYMOUTH, GB",UNITED KINGDOM
"RIJAL S, 2024",NAME:RAHMAT_RAMDHANI,"FATMAWATI HOSPITAL, ID",INDONESIA
"RIJAL S, 2024",NAME:BEKTI_UTOMO,"SEBELAS MARET UNIVERSITY, ID",INDONESIA
"RIJAL S, 2024",ORCID:0000-0003-3258-0233,"STATE UNIVERSITY OF MAKASSAR, ID",INDONESIA
"ZUBELTZU‐JAKA E, 2023",ORCID:0000-0002-5034-6697,"UNIVERSITY OF THE BASQUE COUNTRY, ES",SPAIN
"ZUBELTZU‐JAKA E, 2023",ORCID:0000-0002-3316-4875,"UNIVERSITY OF THE BASQUE COUNTRY, ES",SPAIN
"ZUBELTZU‐JAKA E, 2023",ORCID:0000-0001-9125-2622,"UNIVERSITY OF THE BASQUE COUNTRY, ES",SPAIN
"JANJIRAWATNA N, 2023",NAME:SIRISUHK_RAKTHIN,"MAHIDOL UNIVERSITY, TH",THAILAND
"JANJIRAWATNA N, 2023",NAME:NAY_CHI_KHIN_KHIN_OO,"MAHIDOL UNIVERSITY, TH",THAILAND
"JANJIRAWATNA N, 2023",ORCID:0000-0001-5197-8306,"MAHIDOL UNIVERSITY, TH",THAILAND
"REHMAN N, 2023",NAME:AZHAR_AROOJ,"LAHORE GARRISON UNIVERSITY, PK",PAKISTAN
"REHMAN N, 2023",ORCID:0000-0001-8732-5024,"LAHORE GARRISON UNIVERSITY, PK",PAKISTAN
"REHMAN N, 2023",ORCID:0000-0003-3369-5024,"LAHORE GARRISON UNIVERSITY, PK",PAKISTAN
"VINCETT P, 2008, J SMALL BUS ENTERP DEV",NAME:PAUL_S_VINCETT,"WILFRID LAURIER UNIVERSITY, CA",CANADA
"FAYOLLE A, 2006",NAME:NARJISSE_LASSAS-CLERC,"ÉCOLE DE MANAGEMENT DE LYON, FR",GERMANY
"TECZKE J, 2004",NAME:REMIGIUSZ_GAWLIK,NO AFFILIATION,NO COUNTRY
"TECZKE J, 2004",ORCID:0000-0003-3934-2131,NO AFFILIATION,NO COUNTRY
"ANDERSECK K, 2004",NAME:KLAUS_ANDERSECK,NO AFFILIATION,NO COUNTRY
"WATKINS T, 2008, J SMALL BUS ENTERP DEV",NAME:JOHN_OCHS,"LEHIGH UNIVERSITY, US",UNITED STATES OF AMERICA
"WATKINS T, 2008, J SMALL BUS ENTERP DEV",NAME:M_JEAN_RUSSO,"LEHIGH UNIVERSITY, US",UNITED STATES OF AMERICA
"WATKINS T, 2008, J SMALL BUS ENTERP DEV",ORCID:0000-0001-8264-0420,"LEHIGH UNIVERSITY, US",UNITED STATES OF AMERICA
"PETERMAN N, 2003",NAME:JESSICA_KENNEDY,"CENTRAL QUEENSLAND UNIVERSITY, AU",AUSTRALIA
"PETERMAN N, 2003",ORCID:0000-0001-5714-9074,NO AFFILIATION,NO COUNTRY
"MUELLER S, 2001, J BUS VENTUR",NAME:ANISYA_S_THOMAS,"STOCKHOLM SCHOOL OF ECONOMICS, SE",SWEDEN
"EEDEN S, 2005",NAME:DANIE_VENTER,NO AFFILIATION,NO COUNTRY
"EEDEN S, 2005",ORCID:0000-0003-3378-0165,NO AFFILIATION,NO COUNTRY
"EEDEN S, 2005",ORCID:0000-0001-7837-6604,NO AFFILIATION,NO COUNTRY
"MITCHELL G, 2007",NAME:GRAHAM_R_MITCHELL,"LEHIGH UNIVERSITY, US",UNITED STATES OF AMERICA
"DUBOFF R, 2005, HARV BUS REV",NAME:ROB_DUBOFF,NO AFFILIATION,NO COUNTRY
"TOMINC P, 2007, SMALL BUS ECON",NAME:MIROSLAV_REBERNIK,"UNIVERSITY OF MARIBOR, SI",SLOVENIA
"TOMINC P, 2007, SMALL BUS ECON",ORCID:0000-0001-7172-2316,"UNIVERSITY OF MARIBOR, SI",SLOVENIA
"HOLT D, 2007",NAME:GRETCHEN_R_CLOHESSY,"U.S. AIR FORCE INSTITUTE OF TECHNOLOGY, US",UNITED STATES OF AMERICA
"HOLT D, 2007",ORCID:0000-0002-7808-6890,"U.S. AIR FORCE INSTITUTE OF TECHNOLOGY, US",UNITED STATES OF AMERICA
"MARS M, 2009",NAME:SHARON_GARRISON,"UNIVERSITY OF ARIZONA, US",UNITED STATES OF AMERICA
"MARS M, 2009",ORCID:0000-0003-2583-7942,"UNIVERSITY OF ARIZONA, US",UNITED STATES OF AMERICA
"ACKERMAN D, 2003, J MARK EDUC",NAME:LARS_PERNER,NO AFFILIATION,NO COUNTRY
"ACKERMAN D, 2003, J MARK EDUC",ORCID:0000-0003-1986-4354,NO AFFILIATION,NO COUNTRY
"BUMPUS M, 2008",NAME:GERALD_LEE_BURTON,"HOWARD UNIVERSITY, US",UNITED STATES OF AMERICA
"BUMPUS M, 2008",NAME:MINNETTE_A_BUMPUS,"UNIVERSITY OF THE DISTRICT OF COLUMBIA, US",UNITED STATES OF AMERICA
"MILLMAN C, 2008, J SMALL BUS ENTERP DEV",NAME:FAN_LIU,"CHINA YOUTH UNIVERSITY FOR POLITICAL SCIENCES, CN",CHINA
"MILLMAN C, 2008, J SMALL BUS ENTERP DEV",ORCID:0000-0002-9277-6070,"BIRMINGHAM CITY UNIVERSITY, GB",UNITED KINGDOM
"SCHLEE R, 2007",NAME:TINA_KIESLER,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE, US",UNITED STATES OF AMERICA
"SCHLEE R, 2007",NAME:KATRIN_R_HARICH,"CALIFORNIA STATE UNIVERSITY, FULLERTON, US",UNITED STATES OF AMERICA
"CASAR J, 2000",ORCID:0000-0003-3851-9038,NO AFFILIATION,NO COUNTRY
"VINCETT P, 2008, J SMALL BUS ENTERP DEV",NAME:STEVE_FARLOW,"WILFRID LAURIER UNIVERSITY, CA",CANADA
"SULTANA N, 2022",ORCID:0000-0001-7102-2600,"UNIVERSITY OF SOUTHERN QUEENSLAND, AU",AUSTRALIA
"DALY S, 2001, J MARK EDUC",NAME:SHAWN_P_DALY,"TIFFIN UNIVERSITY, US",UNITED STATES OF AMERICA
"MICLEA M, 2004",NAME:MIRCEA_MICLEA,NO AFFILIATION,NO COUNTRY
"WEE K, 2004, INT J TECHNOL MANAGE",NAME:KENG_NEO_LYNDA_WEE,NO AFFILIATION,NO COUNTRY
"DOANE D, 2005",NAME:BRIAN_PUSSER,"CURRY COLLEGE, US",UNITED STATES OF AMERICA
"DOANE D, 2005",NAME:DUDLEY_J_DOANE,"UNIVERSITY OF VIRGINIA, US",UNITED STATES OF AMERICA
"FRANK H, 2007, ENTREP REGION DEV",NAME:CHRISTIAN_KORUNKA,"UNIVERSITY OF VIENNA, AT",AUSTRIA
"FRANK H, 2007, ENTREP REGION DEV",ORCID:0000-0001-9027-2840,"VIENNA UNIVERSITY OF ECONOMICS AND BUSINESS, AT",AUSTRIA
"FRANK H, 2007, ENTREP REGION DEV",ORCID:0000-0002-8722-5792,"VIENNA UNIVERSITY OF ECONOMICS AND BUSINESS, AT",AUSTRIA
"GORMAN G, 1997",NAME:W_J_KING,NO AFFILIATION,NO COUNTRY
"GORMAN G, 1997",NAME:DENNIS_HANLON,NO AFFILIATION,NO COUNTRY
"GORMAN G, 1997",NAME:GARY_G_GORMAN,NO AFFILIATION,NO COUNTRY
"FUCHS K, 2008, J SMALL BUS ENTERP DEV",NAME:FRANK_WALLAU,"INSTITUT FÜR MITTELSTANDSFORSCHUNG, DE",GERMANY
"FUCHS K, 2008, J SMALL BUS ENTERP DEV",ORCID:0000-0002-2132-4421,"DB ENGINEERING & CONSULTING (GERMANY), DE",GERMANY
"RAPOSO M, 2008, J SMALL BUS ENTERP DEV",ORCID:0000-0002-2806-4247,"UNIVERSITY OF BEIRA INTERIOR, PT",PORTUGAL
"ELENURM T, 2008",NAME:TIIT_ELENURM,"ESTONIAN BUSINESS SCHOOL, EE",ESTONIA
"FOSTER J, 2003, BRIT J EDUC TECHNOL",ORCID:0000-0002-9439-0884,"UNIVERSITY OF SHEFFIELD, GB",UNITED KINGDOM
"SCHIBROWSKY J, 2002, J MARK EDUC",NAME:THOMAS_E_BOYT,"UNIVERSITY OF CENTRAL OKLAHOMA, US",UNITED STATES OF AMERICA
"GAHRAMANOVA S, 2023",ORCID:0000-0002-6805-7842,"AZERBAIJAN STATE UNIVERSITY OF ECONOMICS, AZ",AZERBAIJAN
"PANDA A, 2023",NAME:KOUSTUBH_KANTI_RAY,"KIIT UNIVERSITY, IN",INDIA
"PANDA A, 2023",ORCID:0000-0001-7153-2600,"KIIT UNIVERSITY, IN",INDIA
"ZAMBRANO J, 2023",NAME:MAURITS_ERTSEN,"DELFT UNIVERSITY OF TECHNOLOGY, NL",NETHERLANDS
"ZAMBRANO J, 2023",ORCID:0000-0002-4007-2282,"DELFT UNIVERSITY OF TECHNOLOGY, NL",NETHERLANDS
"ZAMBRANO J, 2023",ORCID:0000-0001-8026-1195,"DELFT UNIVERSITY OF TECHNOLOGY, NL",NETHERLANDS
"SONAR H, 2023",ORCID:0009-0001-1846-1062,"SYMBIOSIS INTERNATIONAL UNIVERSITY, IN",INDIA
"SONAR H, 2023",ORCID:0000-0002-4705-1038,"SYMBIOSIS INTERNATIONAL UNIVERSITY, IN",INDIA
"SONAR H, 2023",ORCID:0000-0002-6823-3279,"NATIONAL INSTITUTE OF INDUSTRIAL ENGINEERING, IN",INDIA
"SONAR H, 2023",ORCID:0000-0001-9114-7785,"SYMBIOSIS INTERNATIONAL UNIVERSITY, IN",INDIA
"KUVSHINIKOV P, 2023, J SMALL BUS ENTERP DEV",NAME:JOSEPH_TIMOTHY_KUVSHINIKOV,"GANNON UNIVERSITY, US",UNITED STATES OF AMERICA
"KUVSHINIKOV P, 2023, J SMALL BUS ENTERP DEV",ORCID:0000-0002-9819-5533,"WESTERN UNIVERSITY OF HEALTH SCIENCES, US",UNITED STATES OF AMERICA
"SIDERI L, 2023",NAME:LABRINI_SIDERI,"NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS, GR",GREECE
"SULTANA N, 2022",ORCID:0000-0003-1130-2357,"UNIVERSITY OF SOUTHERN QUEENSLAND, AU",AUSTRALIA
"NARKHEDE G, 2022",NAME:NEELA_RAJHANS,"SPICER ADVENTIST UNIVERSITY, IN",INDIA
"NARKHEDE G, 2022",ORCID:0000-0003-1732-3394,"SPICER ADVENTIST UNIVERSITY, IN",INDIA
"AFTAB M, 2021",NAME:MUHAMMAD_BILAL,NO AFFILIATION,NO COUNTRY
"AFTAB M, 2021",NAME:GOHAR_FARID,NO AFFILIATION,NO COUNTRY
"AFTAB M, 2021",NAME:ASIF_SANAULLAH,NO AFFILIATION,NO COUNTRY
"W. C, 2003",NAME:MUELLER_STEPHEN_L,NO AFFILIATION,NO COUNTRY
"W. C, 2003",NAME:COX_LARRY_W,NO AFFILIATION,NO COUNTRY
"DRORI G, 2009, INT J ENTREPRENEURSHIP INNOV",NAME:YUJING_YUE,NO AFFILIATION,NO COUNTRY
"DRORI G, 2009, INT J ENTREPRENEURSHIP INNOV",ORCID:0000-0002-2206-7930,NO AFFILIATION,NO COUNTRY
"PELTIER J, 1995, J MARK EDUC",NAME:ARNO_KEIMENHAGEN,"UNIVERSITY OF WISCONSIN–WHITEWATER, US",UNITED STATES OF AMERICA
"KENNEDY E, 2001, J MARK EDUC",NAME:LEIGH_LAWTON,"UNIVERSITY OF ST. THOMAS - MINNESOTA, US",UNITED STATES OF AMERICA
"KENNEDY E, 2001, J MARK EDUC",NAME:ELLEN_KENNEDY,NO AFFILIATION,NO COUNTRY
"GUPTA V, 2009",ORCID:0000-0002-4981-0608,"SABANCI ÜNIVERSITESI, TR",TURKEY
"GUPTA V, 2009",ORCID:0000-0001-7809-5925,NO AFFILIATION,NO COUNTRY
"PELTIER J, 2008, J MARK EDUC",NAME:LUCILLE_POINTER,"UNIVERSITY OF HOUSTON - DOWNTOWN, US",UNITED STATES OF AMERICA
"FOSTER J, 2003, BRIT J EDUC TECHNOL",NAME:ANGELA_LIN,"UNIVERSITY OF SHEFFIELD, GB",UNITED KINGDOM
"ADDA G, 2020",ORCID:0000-0002-9118-0750,BOLGATANGA TECHNICAL UNIVERSITY,NO COUNTRY
"SINGH I, 2019",ORCID:0000-0001-7344-4583,NO AFFILIATION,NO COUNTRY
"SINGH I, 2019",ORCID:0000-0002-9821-6146,NO AFFILIATION,NO COUNTRY
"SINGH I, 2019",ORCID:0000-0002-7577-4161,NO AFFILIATION,NO COUNTRY
"CAIN M, 2016, BEHAV RES METHODS",ORCID:0000-0003-0590-2196,"UNIVERSITY OF NOTRE DAME, US",UNITED STATES OF AMERICA
"CANT M, 2012",ORCID:0000-0002-9178-5645,"UNIVERSITY OF SOUTH AFRICA, ZA",SOUTH AFRICA
"HOOPER D, 2008",NAME:MICHAEL_R_MULLEN,"FLORIDA ATLANTIC UNIVERSITY, US",UNITED STATES OF AMERICA
"HOOPER D, 2008",NAME:JOSEPH_COUGHLAN,"TECHNOLOGICAL UNIVERSITY DUBLIN, IE",IRELAND
"HOOPER D, 2008",ORCID:0000-0003-3092-2869,"TECHNOLOGICAL UNIVERSITY DUBLIN, IE",IRELAND
"JONES R, 2020",ORCID:0000-0003-3884-5490,NO AFFILIATION,NO COUNTRY
"KNOBEN J, 2018, J BUS VENTUR",ORCID:0000-0002-6184-7518,"INDIANA UNIVERSITY BLOOMINGTON, US",UNITED STATES OF AMERICA
"HAMEED W, 2017",NAME:SHAHID_NADEEM,NO AFFILIATION,NO COUNTRY
"HAMEED W, 2017",ORCID:0000-0002-1149-7206,NO AFFILIATION,NO COUNTRY
"BAKHTIARI S, 2019, ECON REC",ORCID:0000-0001-9019-0351,"AUSTRALIAN NATIONAL UNIVERSITY, AU",AUSTRALIA
"SINGH A, 2015, SOC MAR Q",NAME:SATYAJIT_MAJUMDAR,"TATA INSTITUTE OF SOCIAL SCIENCES, IN",INDIA
"W. C, 2003",NAME:MOSS_SHERRY_E,NO AFFILIATION,NO COUNTRY
"TAYLOR K, 2010",NAME:SARAH_NETTLETON,NO AFFILIATION,NO COUNTRY
"TAYLOR K, 2010",ORCID:0000-0002-5184-2764,NO AFFILIATION,NO COUNTRY
"AMRITH S, 2014, DEV CHANGE",ORCID:0000-0001-8143-1221,NO AFFILIATION,NO COUNTRY
"DURST C, 2013",NAME:NILMINI_WICKRAMASINGHE,"RMIT UNIVERSITY, AU",AUSTRALIA
"DURST C, 2013",ORCID:0000-0002-1314-8843,"FRIEDRICH-ALEXANDER-UNIVERSITÄT ERLANGEN-NÜRNBERG, DE",GERMANY
"DURST C, 2013",ORCID:0000-0002-9378-1410,"FRIEDRICH-ALEXANDER-UNIVERSITÄT ERLANGEN-NÜRNBERG, DE",GERMANY
"C. N, 1994",NAME:BERNSTEIN_IRA_H,NO AFFILIATION,NO COUNTRY
"C. N, 1994",NAME:NUNNALLY_JUM_C,NO AFFILIATION,NO COUNTRY
"ZAMBRANO L, 2022",NAME:KATTY_GISELLA_ZAMBRANO_ALCÍVAR,"UNIVERSIDAD LAICA ELOY ALFARO DE MANABÍ, EC",GERMANY
"ZAMBRANO L, 2022",ORCID:0000-0001-8714-1401,"NATIONAL UNIVERSITY OF SAN MARCOS, PE",PERU
"ZAMBRANO L, 2022",ORCID:0000-0001-8885-8498,"UNIVERSIDAD LAICA ELOY ALFARO DE MANABÍ, EC",GERMANY
"ZAMBRANO L, 2022",ORCID:0000-0002-2888-6363,"UNIVERSIDAD LAICA ELOY ALFARO DE MANABÍ, EC",GERMANY
"MUHAMMAD A, 2021, TRANSNATL MARK J",NAME:GAIL_AL_HAFIDH,"HIGHER COLLEGES OF TECHNOLOGY, AE",UNITED ARAB EMIRATES
"نصرابادی ا, 2020",NAME:پیمان_دولتشاه,NO AFFILIATION,NO COUNTRY
"نصرابادی ا, 2020",NAME:حمیدرضا_فتاحی,NO AFFILIATION,NO COUNTRY
"نصرابادی ا, 2020",NAME:اسماعیل_مزروعی_نصرابادی,NO AFFILIATION,NO COUNTRY
"THATCHENKERY T, 2004, TECHNOL FORECAST SOC CHANGE",ORCID:0000-0002-0903-4544,"GEORGE MASON UNIVERSITY, US",UNITED STATES OF AMERICA
"NOBRE H, 2014",ORCID:0000-0003-4311-6014,"UNIVERSITY OF MINHO, PT",PORTUGAL
"NOBRE H, 2014",ORCID:0000-0002-7724-5204,"UNIVERSITY OF AVEIRO, PT",PORTUGAL
"AFTAB M, 2021",ORCID:0000-0001-5755-4520,NO AFFILIATION,NO COUNTRY
"AFTAB M, 2021",ORCID:0000-0003-4164-4147,NO AFFILIATION,NO COUNTRY
"YILMAZ İ, 2021",ORCID:0000-0001-8501-9664,"DHOFAR UNIVERSITY, OM",OMAN
"AIDARA S, 2021",NAME:NOORSHELLA_CHE_NAWI,"UNIVERSITI MALAYSIA KELANTAN, MY",MALAYSIA
"AIDARA S, 2021",ORCID:0000-0003-1117-9256,"UNIVERSITI MALAYSIA KELANTAN, MY",MALAYSIA
"ECCLES R, 2014, MANAGE SCI",NAME:GEORGE_SERAFEIM,NO AFFILIATION,NO COUNTRY
"ECCLES R, 2014, MANAGE SCI",ORCID:0000-0002-1528-6473,"LONDON BUSINESS SCHOOL, GB",UNITED KINGDOM
"ECCLES R, 2014, MANAGE SCI",ORCID:0000-0002-5945-4870,NO AFFILIATION,NO COUNTRY
"AHINFUL G, 2019",NAME:VENANCIO_TAURINGANA,NO AFFILIATION,NO COUNTRY
"AHINFUL G, 2019",ORCID:0000-0001-9185-5538,NO AFFILIATION,NO COUNTRY
"TAYLOR K, 2010",NAME:GEOFFREY_HARDING,"UNIVERSITY OF LONDON, GB",UNITED KINGDOM
"ISHAQ M, 2010",ORCID:0000-0003-2781-3899,"UNIVERSITY OF THE WEST OF SCOTLAND, GB",UNITED KINGDOM
"VILLARREAL A, 2014, DEMOGRAPHY",ORCID:0000-0003-1560-1717,"UNIVERSITY OF MARYLAND, COLLEGE PARK, US",UNITED STATES OF AMERICA
"VERTOVEC S, 2007, ETHN RACIAL STUD",ORCID:0000-0003-0177-9194,"MAX PLANCK SOCIETY, DE",GERMANY
"MURIITHI S, 2017",ORCID:0000-0002-0635-8092,NO AFFILIATION,NO COUNTRY
"PIYATHANAVONG V, 2019, J CLEAN PROD",NAME:GONZALO_MALDONADO_GUZMÁN,"AUTONOMOUS UNIVERSITY OF AGUASCALIENTES, MX",MEXICO
"PIYATHANAVONG V, 2019, J CLEAN PROD",ORCID:0000-0002-8062-7123,"UNIVERSITY OF WARWICK, GB",UNITED KINGDOM
"PUCHETA‐MARTÍNEZ M, 2018, SUSTAIN DEV",ORCID:0000-0002-4042-4428,"LE MANS UNIVERSITÉ, FR",FRANCE
"PUCHETA‐MARTÍNEZ M, 2018, SUSTAIN DEV",ORCID:0000-0001-9612-7660,"UNIVERSITAT DE VALÈNCIA, ES",SPAIN
"PUCHETA‐MARTÍNEZ M, 2018, SUSTAIN DEV",ORCID:0000-0002-2209-5202,"UNIVERSITAT JAUME I, ES",SPAIN
"BATTISTELLA C, 2018",NAME:NADIA_PREGHENELLA,"UNIVERSITY OF UDINE, IT",ITALY
"BATTISTELLA C, 2018",ORCID:0000-0001-7058-6578,"UNIVERSITY OF UDINE, IT",ITALY
"BATTISTELLA C, 2018",ORCID:0000-0003-4942-6945,"UNIVERSITY OF UDINE, IT",ITALY
"LOTTO L, 1986, EDUC EVAL POLICY AN",NAME:LINDA_S_LOTTO,"UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN, US",UNITED STATES OF AMERICA
"GELDEREN M, 2008, J SMALL BUS ENTERP DEV",ORCID:0000-0001-8112-0757,NO AFFILIATION,NO COUNTRY
"THATCHENKERY T, 2004, TECHNOL FORECAST SOC CHANGE",NAME:ROGER_R_STOUGH,"GEORGE MASON UNIVERSITY, US",UNITED STATES OF AMERICA
"THATCHENKERY T, 2004, TECHNOL FORECAST SOC CHANGE",ORCID:0000-0002-5077-4675,"GEORGE MASON UNIVERSITY, US",UNITED STATES OF AMERICA
"SASSE G, 2005",ORCID:0000-0001-6254-3949,"LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE, GB",UNITED KINGDOM
"THOMPSON P, 2010",ORCID:0000-0001-9224-8860,"UNIVERSITY OF ESSEX, GB",UNITED KINGDOM
"MASUREL E, 2004, ENTREP REGION DEV",NAME:GABRIELLA_VINDIGNI,"UNIVERSITY OF CATANIA, IT",ITALY
"BISWAS R, 2004, TECHNOL FORECAST SOC CHANGE",NAME:RADHA_ROY_BISWAS,"UNIVERSITY OF MASSACHUSETTS LOWELL, US",UNITED STATES OF AMERICA
"WILLIAMS L, 2006, J ETHN MIGR STUD",ORCID:0009-0006-1364-3234,"WILLIAM HARVEY HOSPITAL, GB",UNITED KINGDOM
"PARK S, 1996, STRATEG MANAGE J",NAME:MICHAEL_E_GORDON,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY, US",JERSEY
"PARK S, 1996, STRATEG MANAGE J",ORCID:0000-0002-5381-7992,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY, US",JERSEY
"AZMAT F, 2011",ORCID:0000-0002-0982-5303,"DEAKIN UNIVERSITY, AU",AUSTRALIA
"MCCORMACK C, 2004",ORCID:0000-0003-0273-3403,NO AFFILIATION,NO COUNTRY
"KLOOSTERMAN R, 1999, INT J URBAN REGIONAL",ORCID:0000-0002-6716-8540,"ERASMUS UNIVERSITY ROTTERDAM, NL",NETHERLANDS
"BAYCAN-LEVENT T, 2009, ENTREP REGION DEV",ORCID:0000-0002-4068-8132,"ISTANBUL TECHNICAL UNIVERSITY, TR",TURKEY
"SEPÚLVEDA L, 2011, ENTREP REGION DEV",NAME:FERGUS_LYON,"MIDDLESEX UNIVERSITY, GB",UNITED KINGDOM
"SEPÚLVEDA L, 2011, ENTREP REGION DEV",ORCID:0000-0002-6275-4102,"MIDDLESEX UNIVERSITY, GB",UNITED KINGDOM
"SEPÚLVEDA L, 2011, ENTREP REGION DEV",ORCID:0000-0003-1965-6256,"MIDDLESEX UNIVERSITY, GB",UNITED KINGDOM
"MASON C, 2010, REG STUD",NAME:STEPHEN_TAGG,"UNIVERSITY OF STRATHCLYDE, GB",UNITED KINGDOM
"NARASIMHA R, 2008, TECHNOL SOC",NAME:RODDAM_NARASIMHA,"JAWAHARLAL NEHRU CENTRE FOR ADVANCED SCIENTIFIC RESEARCH, IN",INDIA
"PFLUGHOEFT K, 2003, DECISION SCI",ORCID:0000-0003-1311-3509,NO AFFILIATION,NO COUNTRY
"PFLUGHOEFT K, 2003, DECISION SCI",ORCID:0000-0002-2289-2789,NO AFFILIATION,NO COUNTRY
"CONWAY E, 2018",ORCID:0000-0003-2736-8051,"UNIVERSITY OF DERBY, GB",UNITED KINGDOM
